"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"","粘度の高い液体が手についた。","结果手上沾上了粘度很高的液体。","","False","maze_700c1_00030049","",""
"","液体からは甘いにおいがする。","液体发出香甜的气味，","","False","maze_700c1_00050049","",""
"","どうやらハチミツのようだ。","看样子是蜂蜜。","","False","maze_700c1_00060049","",""
"","なぜこんな場所にハチミツが","为什么这种地方","","False","maze_700c1_00080049","",""
"","付着しているのだろうか？","会沾着蜂蜜呢？","","False","maze_700c1_00090049","",""
"","疑問を覚えつつも、小屋の中へと歩を進めた。","我虽然抱有疑问，但还是走进了小屋内。","","False","maze_700c1_000b0049","",""
"","鍵盤をゆっくりと押し沈めてみたが、壊れているのか","鍵盤をゆっくりと押し沈めてみたが、壊れているのか","","False","maze_700c2_00020049","",""
"","ピアノからは何の音色も響かなかった……","ピアノからは何の音色も響かなかった……","","False","maze_700c2_00030049","",""
"","教室の中から拙いピアノの演奏が聞こえてくる。","教室の中から拙いピアノの演奏が聞こえてくる。","","False","maze_700c4_00030049","",""
"","教室の中から拙いピアノの演奏が聞こえてくる。","教室の中から拙いピアノの演奏が聞こえてくる。","","False","maze_700c5_00030049","",""
"","階段を上った。","我沿着楼梯向上走去。","","False","maze_700de_00020049","",""
"","階段を上った。","我沿着楼梯向上走去。","","False","maze_700df_00020049","",""
"","階段を下った。","我沿着楼梯向下走去。","","False","maze_700e0_00020049","",""
"","階段を下った。","我沿着楼梯向下走去。","","False","maze_700e1_00020049","",""
"","電球の根元にあるスイッチを操作したが、","我按了下灯泡根部的开关，","","False","maze_700e7_00030049","",""
"","壊れているのか点灯しなかった……","但也许已经坏了吧，灯泡并没有亮……","","False","maze_700e7_00040049","",""
"","木箱の隙間から何かないかと内側を覗き込んだが、","我通过木箱的缝隙确认了一下里面有没有东西，","","False","maze_700e8_00020049","",""
"","中には特に何も入っていないようだ。","看起来里面什么都没有。","","False","maze_700e8_00030049","",""
"","ふたを外し、箱の中を調べたが、","我打开盖子调查了一下箱子内部。","","False","maze_700e9_00030049","",""
"","埃が溜まっているだけで何もなかった。","但里面除了积了一层灰以外没有其他东西了。","","False","maze_700e9_00040049","",""
"","鳥居の笠木に作られた蜂の巣は位置が高すぎて、","筑在鸟居顶部横木上的蜂巢位置太高了，","","False","maze_700ea_00030049","",""
"","薬を撒いたとしても届かないだろう。","就算喷药应该也喷不到那里。","","False","maze_700ea_00040049","",""
"","鳥居の笠木に作られた蜂の巣は位置が高すぎて、","筑在鸟居顶部横木上的蜂巢位置太高了，","","False","maze_700eb_00030049","",""
"","薬を撒いたとしてもうまくかからないだろう。","就算喷药应该也喷不到那里。","","False","maze_700eb_00040049","",""
"","一番高いところに作られた蜂の巣を中心に","一番高いところに作られた蜂の巣を中心に","","False","maze_700ec_00030049","",""
"","蜂が渦をかくように飛び交っている。","蜂が渦をかくように飛び交っている。","","False","maze_700ec_00040049","",""
"","巣に近づくことは自殺行為に等しい。","巣に近づくことは自殺行為に等しい。","","False","maze_700ec_00060049","",""
"","ポリタンクの底にはネズミに食われたのか","塑料桶的底部不知道是不是被老鼠啃食了，","","False","maze_700ed_00020049","",""
"","穴が開いており、使い物にならない。","开了一个洞，没法拿来用。","","False","maze_700ed_00030049","",""
"","長い間、風雨にさらされたためか、","也许是长时间饱受风雨的缘故，","","False","maze_700ee_00020049","",""
"","地蔵の体はあちこち欠けている。","地藏的身体各处都有缺损。","","False","maze_700ee_00030049","",""
"","電球の内部は黒ずんでおり、","灯泡内部已经发黑了，","","False","maze_700ef_00020049","",""
"","明かりをつけるのは危険そうだ。","点亮它有些危险。","","False","maze_700ef_00030049","",""
"","いずれの瓶もひびや欠けがあるため、","这些瓶子都要么有裂痕要么有破损，","","False","maze_700f0_00020049","",""
"","使用するには問題がありそうだ。","应该是不能拿来用了。","","False","maze_700f0_00030049","",""
"","ポリタンクの内側は、ひどく腐食しており、","塑料桶的内部被腐蚀得很严重，","","False","maze_700f1_00020049","",""
"","使うことはできなさそうだ。","应该是没法用了。","","False","maze_700f1_00030049","",""
"","小箱には何も入っていなかったが、","小盒子里没有任何东西，","","False","maze_700f2_00030049","",""
"","外側が何かで、ひどくべたついていた。","但外侧被某种东西弄得粘乎乎的。","","False","maze_700f2_00040049","",""
"","小説が数冊あったが、虫食いだらけで読めなかった。","有几本小说，但已经被虫蛀满了洞，没法读。","","False","maze_700f3_00020049","",""
"","風が吹いてないにもかかわらず、","明明没有风在吹，","","False","maze_700ff_00020049","",""
"","吊るされた人形は延々と揺れ続けている。","被吊着的假人却仍不停地摇晃着。","","False","maze_700ff_00030049","",""
"","男性を模した人形が木から吊るされている。","做成男性模样的假人被吊在树上。","","False","maze_70100_00020049","",""
"","人形を吊るした人物は、どのような想いで","把假人吊上去的人，是基于怎样的想法","","False","maze_70100_00040049","",""
"","この行為を行ったのだろうか……","而做出这种举动的呢？","","False","maze_70100_00050049","",""
"","扉を開き、職員室を後にした。","我打开门，离开了教职员室。","","False","maze_70102_00030049","",""
"","扉を開き、理科室を後にした。","我打开门，离开了理科实验室。","","False","maze_70115_00030049","",""
"","防火扉を動かそうとしたが、","我试图打开防火门，","","False","maze_70116_00020049","",""
"","歪んでしまっているのか、びくともしなかった。","但也许是门变形了的缘故，完全打不开。","","False","maze_70116_00030049","",""
"","防火扉は端の塗装が剥がれ落ち、","防火门边缘处的涂层有些剥落了，","","False","maze_70117_00020049","",""
"","下から錆びがのぞいている。","可以看到涂层下面的锈迹。","","False","maze_70117_00030049","",""
"","２階は１階のようにバラに覆われていない。","2楼并没有像1楼那样被蔷薇所覆盖。","","False","maze_70118_00020049","",""
"","植物が枯れた形跡も、何かが動いた痕跡もない。","这里没有植物枯萎的迹象，也没有什么东西移动过的痕迹。","","False","maze_70118_00040049","",""
"","２階には、あの怪現象は起きなかったようだ。","看来2楼并没有发生过1楼那样的怪异现象。","","False","maze_70118_00050049","",""
"","２階は１階のようにバラに覆われていない。","2楼并没有像1楼那样被蔷薇所覆盖。","","False","maze_70119_00020049","",""
"","植物が枯れた形跡も、何かが動いた痕跡もない。","这里没有植物枯萎的迹象，也没有什么东西移动过的痕迹。","","False","maze_70119_00040049","",""
"","２階には、あの怪現象は起きなかったようだ。","看来2楼并没有发生过1楼那样的怪异现象。","","False","maze_70119_00050049","",""
"","戸棚を開き、中を確認したが、","我打开柜子查看了一下，","","False","maze_7011a_00030049","",""
"","塵と埃が積もっているだけで何もなかった。","里面除了积满了灰以外什么都没有。","","False","maze_7011a_00040049","",""
"","机は炭化しており、以前訪れた職員室よりも","桌子已经碳化了，火灾对这里造成的损害","","False","maze_7011c_00020049","",""
"","火災による被害が大きいように見える。","看起来比之前去过的职员室还大。","","False","maze_7011c_00030049","",""
"","おそらく、この部屋こそが出火場所だったのだろう。","估计火就是从这个房间烧起来的吧。","","False","maze_7011c_00050049","",""
"","床には赤い塗料が飛び散っている。","地板上四溅着红色的涂料。","","False","maze_7011d_00020049","",""
"","塗料からは鼻をつくような、鉄臭いにおいがする。","这些涂料散发出扑鼻的铁腥味。","","False","maze_7011d_00030049","",""
"","天井から吊るされたなにかの内臓からは","挂在天花板上的某种东西的内脏","","False","maze_70120_00070049","",""
"","体液が滴り落ちている。","正不断地滴落下体液。","","False","maze_70120_00080049","",""
"","床に無造作に散らばった内臓は、今まさに取り出され","胡乱散落在地的内脏呈现出","","False","maze_70122_00020049","",""
"","たような、みずみずしい色合いをしている。","如同刚取出来时一般的鲜艳色泽。","","False","maze_70122_00030049","",""
"","天井近くに動物の首が飾り付けられている。","天花板附近处装饰着动物的头部。","","False","maze_70123_00020049","",""
"","普段であれば動物の表情など判別がつかないが、","通常来说人是无法分辨出动物的表情的，","","False","maze_70123_00040049","",""
"","どの首も苦悶の表情を浮かべているように見える。","但这些头部看起来却都露出了痛苦的表情。","","False","maze_70123_00050049","",""
"","蛍光灯を吊るす器具の片方が外れてしまっている。","挂荧光灯的装置有一边已经脱落了，","","False","maze_70124_00020049","",""
"","下を通るのは避けた方がよいだろう。","还是避免从它下面走过为好。","","False","maze_70124_00030049","",""
"","黒板の表面にはへこみや傷が無数についている。","黑板表面上有无数的凹痕和划痕。","","False","maze_70126_00020049","",""
"","ここまで傷ついてしまっては使用に支障がでそうだ。","损伤到这种程度，应该会影响使用了吧。","","False","maze_70126_00030049","",""
"","窓越しに広がる校庭を見渡したが、","我透过窗户环顾了一下操场，","","False","maze_70127_00020049","",""
"","特に動くものは何もなかった。","但是操场上并没有什么动静。","","False","maze_70127_00030049","",""
"","もともとは、机やいすが多くあったはずだが、","这里本来应该是有很多桌椅的，","","False","maze_70128_00020049","",""
"","今はピアノ以外、何も残っていない。","但现在除了一架钢琴以外什么都不剩了。","","False","maze_70128_00030049","",""
"","窓の外からは、風や葉擦れの音は聞こえるが、","能听到窗外传来的风声和树叶的沙沙声，","","False","maze_70129_00020049","",""
"","喧騒や自動車の音など人工的な音は聞こえてこない。","却没有喧闹声和汽车声这类人造的声音。","","False","maze_70129_00030049","",""
"","窓の外からは、風や葉擦れの音は聞こえるが、","能听到窗外传来的风声和树叶的沙沙声，","","False","maze_7012a_00020049","",""
"","喧騒や自動車の音など人工的な音は聞こえてこない。","却没有喧闹声和汽车声这类人造的声音。","","False","maze_7012a_00030049","",""
"","タイルが剥がれた床は歩くと足音が強く反響する。","走在地砖脱落了的地面上时脚步声的回声很大，","","False","maze_7012b_00020049","",""
"","怪異に足音を聞かれないように気を付けなければ……","必须要小心别让怪异听到了……","","False","maze_7012b_00030049","",""
"","蛍光灯に見える範囲で破損はないが、","荧光灯并没有肉眼可见的损坏，","","False","maze_7012c_00020049","",""
"","光を放つことがなく沈黙している。","但是却没有亮，只是静静地暗着。","","False","maze_7012c_00030049","",""
"","蛍光灯に見える範囲で破損はないが、","荧光灯并没有肉眼可见的损坏，","","False","maze_7012d_00020049","",""
"","光を放つことがなく沈黙している。","但是却没有亮，只是静静地暗着。","","False","maze_7012d_00030049","",""
"","壁には、掲示板などが設置されていた痕跡があるが","墙壁上留有放置过公告板的痕迹，","","False","maze_7012e_00020049","",""
"","全てが取り外され、無機質な姿をさらしている。","但现在已经全都被取下了，呈现出一副毫无生机的姿态。","","False","maze_7012e_00030049","",""
"","壁には、掲示板などが設置されていた痕跡があるが","墙壁上留有放置过公告板的痕迹，","","False","maze_7012f_00020049","",""
"","全てが取り外され、無機質な姿をさらしている。","但现在已经全都被取下了，呈现出一副毫无生机的姿态。","","False","maze_7012f_00030049","",""
"","照明が怪しく赤い光を放っている。","灯泡发出诡异的红光。","","False","maze_70130_00020049","",""
"","水のシミや埃などで壁は変色している。","墙壁在水渍和灰尘的作用下已经变色了。","","False","maze_70131_00020049","",""
"","色の具合から考えると、かなり古い施設のようだ。","从色泽上来看，这应该是一座非常老旧的设施。","","False","maze_70131_00030049","",""
"","黒く乾いた血が床に広がっている。","地上有一滩黑色干涸的血迹。","","False","maze_70132_00020049","",""
"","これだけの血だ。","这么多血，","","False","maze_70132_00040049","",""
"","血を流した本人は生きてはいないだろう。","流血的那个人应该已经不在这个世上了吧。","","False","maze_70132_00050049","",""
"","床にしみ込んだ血は幾多の足跡が刻まれている。","渗进地面的血迹上有好几个脚印。","","False","maze_70134_00020049","",""
"","この足跡は人のものだろうか、それとも……","这些是人的脚印吗，还是说……","","False","maze_70134_00040049","",""
"","このパイプからは音がしない。","这条水管里没有声音。","","False","maze_70135_00020049","",""
"","どうやら水が流れていないようだ。","看样子并没有水流过。","","False","maze_70135_00030049","",""
"","金属製の整理棚の中には何も入っていなかった。","金属制的整理柜里什么都没有。","","False","maze_70136_00030049","",""
"","電球は点滅を繰り返しながら弱い光を放っている。","灯泡忽明忽暗地散发出微弱的光亮。","","False","maze_70137_00020049","",""
"","非常灯だろうか、赤い電灯が付いている。","一盏红色的灯点亮着。应该是应急灯吧。","","False","maze_7013e_00020049","",""
"","放棄された施設の発電機が、","废弃设施里的发电机","","False","maze_7013e_00040049","",""
"","こんな長い間、稼働しているものなのだろうか。","竟然能运作这么长时间吗？","","False","maze_7013e_00050049","",""
"","非常灯だろうか、赤い電灯が付いている。","一盏红色的灯点亮着。应该是应急灯吧。","","False","maze_7013f_00020049","",""
"","放棄された施設の発電機が、","废弃设施里的发电机","","False","maze_7013f_00040049","",""
"","こんな長い間、稼働しているものなのだろうか。","竟然能运作这么长时间吗？","","False","maze_7013f_00050049","",""
"","入り口のはしごを目指すように、血が広がっている。","血迹看着像是朝着入口的梯子方向延伸。","","False","maze_70140_00020049","",""
"","血を流した人物は脱出できたのだろうか……","流下这些血的那个人最终逃出去了吗……","","False","maze_70140_00030049","",""
"","入り口のはしごを目指すように、血が広がっている。","血迹看着像是朝着入口的梯子方向延伸。","","False","maze_70141_00020049","",""
"","血を流した人物は脱出できたのだろうか……","流下这些血的那个人最终逃出去了吗……","","False","maze_70141_00030049","",""
"","電球は埃にまみれて汚れ、長い期間、取り換えられて","灯泡上沾满了灰尘，可以看出已经有","","False","maze_70142_00020049","",""
"","いないことがわかる。","很长一段时间没换了。","","False","maze_70142_00030049","",""
"","そんな古びた電球が、","这么旧的灯泡，","","False","maze_70142_00050049","",""
"","なぜ光を放ち続けていられるのだろうか……","为什么还可以一直发光呢……","","False","maze_70142_00060049","",""
"","首を斬り取られた死体がある。","一具头被砍掉的尸体。","","False","maze_70143_00020049","",""
"","ボロボロになった服から、","从已经变得破烂不堪的衣服上，","","False","maze_70143_00040049","",""
"","かろうじて死体が女性だったことがわかる。","勉强能看出来尸体来自一位女性。","","False","maze_70143_00050049","",""
"","首だけでなく、四肢ももがれている。","不只是头，四肢也被扭断了。","","False","maze_70144_00020049","",""
"","いったい、どのような拷問を受けたのだろうか。","这具尸体到底经受过怎样的拷问啊。","","False","maze_70144_00030049","",""
"","鉄製のマンホールだ。","铁制的井盖。","","False","maze_70145_00020049","",""
"","蓋には汚水と書かれている。","盖子上写有污水两个字。","","False","maze_70145_00030049","",""
"","特異な点がないかと調べたが、","我调查了一下有没有特别的地方，","","False","maze_70145_00050049","",""
"","普通のマンホールのようだ。","但似乎只是一个普通的井盖。","","False","maze_70145_00060049","",""
"","古びた自販機がある。商品の補充を怠っているのか、","有一台老旧的自动贩卖机。可能是因为没有及时补货，","","False","maze_70146_00020049","",""
"","ほとんどの商品が売り切れだ。","几乎所有的商品都卖完了。","","False","maze_70146_00030049","",""
"","ひさしに店舗の名前が書かれていた跡がある。","屋檐上还残留有印过店铺名字的痕迹。","","False","maze_70147_00020049","",""
"","今は店をたたんでしまっているようだ。","现在店似乎已经不再开了。","","False","maze_70147_00030049","",""
